"","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","ocupacao.outra","nomeservico","tempodeservico","religiao","religiao.outra","contatoanterior","lidadiretamente","lida.onde","lida.outros","motivocurso","motivo.outros","materialdidatico","prazoatividades","interacaopares","organizacaocurso","import.ajud.tutor","autoavaliacao","part.outrocurso","ps001","ps002","ps003","ps004","ps005","ps006","ps007","ps008","ps009","ps010","ps011","ps012","ps013","ps014","ps015","ps016","ps017","ps018","ps019","ps020","ps021","ps022","ps023","ps024","ps025","ps026","ps027","ps028","ps029","ps030","ps031","ps032","ps033","ps034","ps035","ps036","ps037","ps038","ps039"
"1947","Finalizadas","11 junho 2014  16:11","11 junho 2014  16:25","13 minutos 31 segundos","Sim","48","Feminino","Pós-graduação","Casado (a)",NA,NA,"Professor (a)","não","escola estadual renascer educação especial","25","Católica","não","Sim","Sim","Comunidade",NA,"Identificação pessoal com o tema",NA,"Muito adequado","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","3","2","3","3","2","3","2","2","4","4","2","2","4","3","2","4","2","4","4","2","2","2","2","4","2","2","4","3","3","3","4","3","4","4","3","5","2","2"
"1948","Finalizadas","11 junho 2014  16:12","11 junho 2014  16:38","25 minutos 40 segundos","Sim","33","Feminino","Pós-graduação","Casado (a)","casada","pedagogia","Professor (a)","professor","professor","2","Católica","católica","Sim","Sim","Família","familia","Por ser uma oportunidade de formação continuada. 

 ","por ser uma oportunidade de formação continuada","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","2","4","4","1","1","4","1","2","4","5","2","1","1","5","5","1","5","2","4","4","1","4","1","1","1","1","1","5","5","1","5","5","5","5","5","4","1","1","2"
"1949","Finalizadas","11 junho 2014  16:16","11 junho 2014  16:50","34 minutos 9 segundos","Sim","25","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Pedagoga","Outros","Secretária","Centro Regional de Referencia sobre Drogas da UNIFAL-MG, CREFAL","2","Evangélica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Não, não considero","Sim","2","3","4","1","2","2","2","2","1","2","2","2","1","5","2","1","2","2","1","4","3","2","2","1","4","2","2","3","4","2","4","5","4","4","4","2","1","1","2"
"1950","Finalizadas","11 junho 2014  16:25","11 junho 2014  20:37","4 horas 12 minutos","Sim","59","Masculino","Pós-graduação","Solteiro (a)","não","pedagogia","Professor (a)","não","Escola","15","Católica","não","Não","Sim","Comunidade","nada","Pelo fato de o curso ser gratuito","por ser gratuito","Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","3","3","3","3","4","3","3","2","4","2","2","2","4","4","4","4","2","2","4","2","3","4","2","2","2","2","2","4","4","2","3","4","3","3","4","3","3","2","3"
"1951","Finalizadas","11 junho 2014  16:25","11 junho 2014  16:33","7 minutos 50 segundos","Sim","46","Feminino","Pós-graduação","Solteiro (a)",NA,"Pedagoga","Professor (a)",NA,"Escola Estadual de Educação Especial Professora ""Maria Correa Coutinho""","22","Católica",NA,"Sim","Não","Outros",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Não","2","4","4","2","3","2","2","3","1","3","2","2","2","4","2","1","4","4","4","3","1","3","1","3","3","4","2","4","4","4","3","4","4","4","4","3","4","1","2"
"1952","Finalizadas","11 junho 2014  16:31","11 junho 2014  16:57","25 minutos 21 segundos","Sim","30","Feminino","Pós-graduação","União Estável",NA,NA,"Professor (a)",NA,NA,"13","Católica",NA,"Não","Sim","Comunidade",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","3","4","4","4","4","4",NA,"3","2","3","2","4","2","4","3","1","5","4","4","3","1","2","1","4","3","4","2","5","5","2","4","4","3","2","4","2","1","2","2"
"1953","Finalizadas","11 junho 2014  16:32","11 junho 2014  16:38","6 minutos 14 segundos","Sim","46","Feminino","Ensino Superior Completo","Casado (a)",NA,NA,"Professor (a)",NA,"Escola Estadual Renascer Educação Especial","25","Católica",NA,"Sim","Sim","Família",NA,"Identificação pessoal com o tema",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","2","2","2","2","3","2","2","3","2","3","2","4","2","2","4","2","4","3","2","2","2","2","4","2","2","4","4","4","3","5","3","4","4","3","4","2","2"
"1954","Finalizadas","11 junho 2014  16:39","11 junho 2014  16:55","16 minutos 50 segundos","Sim","45 anos","Feminino","Pós-graduação","Casado (a)","Casada","Pedagogia","Professor (a)","Professora","Professor  de Educação Básica","20 anos","Católica","Católica","Não","Não",NA,NA,"Para aquisição de conhecimento na área","Para aquisição de conhecimento na área","Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","3","3","4","3","4","4","4","2","2","3","2","3","2","4","2","2","4","4","4","4","2","4","3","3","4","4","2","4","2","3","3","4","2","2","2","4","2","2","4"
"1955","Finalizadas","11 junho 2014  17:22","11 junho 2014  17:30","7 minutos 33 segundos","Sim","44","Masculino","Pós-graduação","Casado (a)","Não se aplica","Enfermeiro","Professor (a)","Não se aplica","Universidade Federal de Alfenas","20","Evangélica","Adventista do 7º Dia","Sim","Não","Outros","Não se aplica","Para aquisição de conhecimento na área","Não se aplica","Adequado 

 ","Pouco flexível","Importante 

 ","Muito organizado","Às vezes","Sim, considero","Não","2","2","2","1","2","2","2","2","1","2","2","1","4","5","4","1","1","1","5","2","1","4","1","1","3","2","1","5","5","2","5","5","4","5","5","4","1","1","2"
"1956","Finalizadas","11 junho 2014  17:32","11 junho 2014  17:43","11 minutos 28 segundos","Sim","47","Masculino","Pós-graduação","Casado (a)",NA,"pedagogia e filosofia","Professor (a)",NA,"interprete de libras","16 anos","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ","querp saber mais sobre o tema","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","3","5","4","4","5","3","5","3","5","5","4","4","5","5","5","3","5","4","4","5","2","1","4","4","5","3","3","5","5","5","5","3","1","3","3","5","3","2","5"
"1957","Finalizadas","11 junho 2014  17:32","11 junho 2014  17:41","9 minutos 3 segundos","Sim","34","Feminino","Pós-graduação","Casado (a)","não","Ciências Biológicas","Professor (a)","não","Rede Estadual e Municipal","13","Evangélica","não","Sim","Sim","Outros","Igreja","Por ser uma oportunidade de formação continuada. 

 ","não","Muito adequado","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","1","5","1","1","1","1","1","1","1","5","1","1","4","5","1","1","5","4","5","5","1","3","1","1","5","1","1","5","5","1","5","5","5","5","5","1","1","1","1"
"1958","Finalizadas","11 junho 2014  17:32","11 junho 2014  18:00","27 minutos 50 segundos","Sim","37","Feminino","Pós-graduação","Outros","separada","pedagogia","Professor (a)",NA,"regente de turma","19","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Muito flexível","Muito importante","Organizado","Sempre","Não, não considero","Sim","2","2","2","2","4","4","3","2","2","4","3","4","4","4","4","1","4","2","5","2","3","4","2","2","3","2","1","5","4","2","5","5","4","4","4","3","1","1","2"
"1959","Finalizadas","11 junho 2014  17:34","11 junho 2014  17:42","7 minutos 47 segundos","Sim","32","Feminino","Pós-graduação","Casado (a)",".","Graduação em biblioteconomia, Especialização em Docência do Ensino Superior, Mestrado em Administração","Outros","Bibliotecária","Biblioteca","10","Católica",".","Não","Não","Outros",".","Por ser uma oportunidade de formação continuada. 

 ",".","Muito adequado","Flexível","Importante 

 ","Organizado","Raramente 

 ","Não, não considero","Não","2","2","4","2","4","2","2","2","2","2","2","2","3","4","3","2","3","2","4","4","1","4","2","3","2","2","2","4","4","4","4","4","3","4","4","4","2","1","3"
"1960","Finalizadas","11 junho 2014  17:46","11 junho 2014  18:06","20 minutos 39 segundos","Sim","50","Feminino","Ensino Superior Completo","União Estável",NA,"pedagogia","Professor (a)",NA,NA,"18","Espírita",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Muito flexível","Importante 

 ","Muito organizado","Sempre","Não, não considero","Não","3","4","2","1","2","1","2","2","4","2","1","2","2","5","1","1","1","2","4","4","3","5","1","2","1","2","1","4","4","2","4","5","2","5","3","2","1","1","3"
"1961","Finalizadas","11 junho 2014  17:58","11 junho 2014  18:09","10 minutos 48 segundos","Sim","47","Feminino","Pós-graduação","Casado (a)","não","Letras","Professor (a)","não","Rede Estadual e Municipal","6","Católica","não","Sim","Sim","Família","não","Por ser uma oportunidade de formação continuada. 

 ","não","Muito adequado","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","1","5","1","1","1","1","1","1","1","5","1","1","5","5","1","1","5","5","5","1","1","1","1","1","1","1","1","5","5","1","5","5","5","5","5","1","1","1","1"
"1962","Finalizadas","11 junho 2014  18:01","12 junho 2014  11:43","17 horas 41 minutos",NA,"47","Feminino","Pós-graduação","Casado (a)","casada","letras","Diretor (a)","mae,esposa,dona de casa","diretora de escola","25","Católica","catolica praticante","Sim","Sim","Comunidade","em eventos sociais","Para aquisição de conhecimento na área","é um tema necessário em nosso cotidiano","Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","3","2","3","2","3","3","2","3","2","3","2","4","4","4","4","2","4","2","4","2","3","4","2","2","2","2","2","4","4","4","4","4","3","4","4","3","1","1","2"
"1963","Finalizadas","11 junho 2014  18:02","11 junho 2014  18:38","35 minutos 10 segundos","Sim","34","Feminino","Pós-graduação","Casado (a)",NA,"Educação Física","Professor (a)",NA,"Escola Estaual Aníbal Gonçalves das Neves","9,5","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","4","4","4","5","4","4","2","2","4","2","2","2","4","4","2","5","2","5","2","4","2","2","2","2","2","2","5","5","3","4","5","4","3","4","3","4","2","1"
"1964","Finalizadas","11 junho 2014  18:15","11 junho 2014  18:26","11 minutos 57 segundos","Sim","51","Masculino","Pós-graduação","Casado (a)","Não","Química e Pós Graduado em Docência Suoerior","Professor (a)","Superintendente de Ensino","Professor","16 anos","Católica","Não","Sim","Sim","Escola","Não","Para aquisição de conhecimento na área","Não","Adequado 

 ","Pouco flexível","Importante 

 ","Muito organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","4","3","2","2","2","3","2","2","3","2","2","4","4","3","2","4","3","4","4","2","2","2","2","4","2","3","3","3","4","4","3","2","3","4","2","2","2","2"
"1965","Finalizadas","11 junho 2014  18:21","11 junho 2014  18:31","9 minutos 22 segundos","Sim","42","Feminino","Pós-graduação","Casado (a)",NA,"Graduação em Matemática","Professor (a)",NA,"Professor de Matemática","17","Católica",NA,"Não","Sim","Família","Escola","Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","4","2","2","5","2","2","2","1","2","1","1","2","5","5","2","2","2","5","2","1","2","1","1","1","2","1","5","5","3","4","5","2","5","5","1","1","1","1"
"1966","Finalizadas","11 junho 2014  18:22","11 junho 2014  18:39","16 minutos 38 segundos","Sim","40","Feminino","Pós-graduação","Casado (a)",NA,"PÓS GRADUAÇÃO","Outros","SECRETÁRIA DA EDUCAÇÃO","SECRETÁRIA","18","Católica",NA,"Sim","Sim","Família",NA,"Identificação profissional com o tema.",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Sim","2","2","3","3","2","4","3","2","2","4","4","2","2","4","4","2","4","2","4","4","3","4","3","2","5","2","2","4","4","4","1","4","2","4","4","4","2","2","2"
"1967","Finalizadas","11 junho 2014  18:26","11 junho 2014  18:38","12 minutos 11 segundos","Sim","34","Feminino","Pós-graduação","Casado (a)",NA,"Normal Superior","Professor (a)",NA,"Escola de Educação Especial O Girassol","9","Católica",NA,NA,"Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado",NA,"Importante 

 ","Muito organizado","Sempre","Sim, considero","Sim","3","3","2","2","3",NA,"3","3","1","4","1","2","1","5","1","1","1","2","1","4","2","2","1","1","4","1","1","5","5","1","4","4","4","3","2","2","2","1","5"
"1968","Em progresso","11 junho 2014  18:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969","Finalizadas","11 junho 2014  18:52","16 junho 2014  21:58","5 dias 3 horas","Sim","37","Feminino","Ensino Superior Incompleto","União Estável","não","Pedagogia","Professor (a)","não","professora","5","Evangélica","não","Não","Sim","Família","não","Por ser uma oportunidade de formação continuada. 

 ","não","Muito adequado","Muito flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","3","3","2","3","3","3","3","2","3","2","2","3","4","3","3","4","4","4","3","2","4","3","3","3","3","2","4","4","3","3","4","4","4","4","3","2","2","3"
"1970","Finalizadas","11 junho 2014  18:59","11 junho 2014  19:45","45 minutos 30 segundos","Sim","40","Feminino","Pós-graduação","Solteiro (a)",NA,"Pós - graduada em biodiversidade","Professor (a)","Membro do colegiado","Professora de biologia","11","Espírita",NA,"Sim","Sim","Família",NA,"Identificação profissional com o tema.",NA,"Adequado 

 ","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","4","2","2","2","4","5","4","1","2","4","1","2","4","5","2","1","4","2","5","2","4","4","1","2","2","2","1","5","4","2","4","5","2","5","4","4","2","2","2"
"1971","Finalizadas","11 junho 2014  19:15","11 junho 2014  19:23","8 minutos 7 segundos","Sim","58","Feminino","Pós-graduação","Divorciado (a)","NENHUM","LETRAS (PORTUGUÊS E INGLÊS)","Professor (a)","VICED-DIRETOR","GOVERNO DO ESTADO DE MINAS GERAIS","15","Sem religião","NENHUMA","Não","Não","Outros","NENHUM","Para aquisição de conhecimento na área","NENHUM","Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","2","3","3","3","3","3","3","2","2","2","4","4","3","2","4","3","3","2","2","2","2","2","2","2","2","4","4","2","4","4","4","4","4","2","2","2","2"
"1972","Finalizadas","11 junho 2014  19:15","11 junho 2014  19:28","13 minutos 27 segundos","Sim","49","Feminino","Pós-graduação","Casado (a)",NA,"Letras Inglês e Literaturas","Professor (a)","Agente de Leitura","Professora de Inglês","24","Evangélica","Adventista do 7 dia","Sim","Sim","Família",NA,"Identificação pessoal com o tema",NA,"Muito adequado","Flexível","Importante 

 ","Muito organizado","Às vezes","Não, não considero","Sim","3","3","5","3","3","3","3","2","2","2","2","2","2","5","3","2","4","2","3","2","3","3","2","2","2","3","3","4","5","3","4","5","4","5","5","2","1","1","1"
"1973","Finalizadas","11 junho 2014  19:21","11 junho 2014  19:35","13 minutos 45 segundos","Sim","40","Feminino","Pós-graduação","Casado (a)","Casada","Letras","Coordenador (a) Pedagógico",NA,NA,"20","Evangélica","Evangelica","Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","3","2","2","2","2","2","2","4","2","2","2","4","4","2","2","3","2","3","3","3","2","2","2","3","2","2","4","4","2","3","4","4","3","4","2","2","2","2"
"1974","Finalizadas","11 junho 2014  19:30","11 junho 2014  19:48","17 minutos 53 segundos","Sim","44","Feminino","Ensino Superior Completo","Casado (a)","casada","superior completo","Professor (a)","PEB I","E.M.""Alipio Maciel de Oliveira""","18","Católica","católica","Sim","Sim","Comunidade","escola","Identificação profissional com o tema.","identificação pessoal com o tema","Adequado 

 ","Flexível","Muito importante","Organizado","Às vezes","Sim, considero","Não","2","2","4","2","4","2","2","2","1","4","2","2","4","4","2","2","4","4","5","4","2","4","2","2","2","2","2","5","3","4","2","4","5","4","2","2","2","2","4"
"1975","Finalizadas","11 junho 2014  19:45","11 junho 2014  19:59","14 minutos 19 segundos","Sim","41","Feminino","Pós-graduação","Solteiro (a)",NA,"Licenciatura Plena em Biologia","Professor (a)",NA,"Professora","15","Católica",NA,"Sim","Sim","Amigos",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","5","1","2","3","3","2","2","2","2","1","2","2","4","2","1","4","2","4","4","2","2","1","2","2","1","1","5","4","2","4","4","4","4","5","2","2","2","2"
"1976","Finalizadas","11 junho 2014  19:46","11 junho 2014  20:04","17 minutos 49 segundos","Sim","44","Masculino","Pós-graduação","Casado (a)",NA,"Licenciatura plena em Geografia e História","Professor (a)",NA,"E E Professor Botelho Reis","20","Católica",NA,"Sim","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Não","1","2","2","1","1","1","1","1","1","2","1","1","4","4","1","1","2","2","2","2","1","1","1","1","1","1","1","4","4","2","4","3","3","2","2","1","1","1","1"
"1977","Finalizadas","11 junho 2014  19:48","11 junho 2014  20:03","15 minutos 31 segundos","Sim","47","Masculino","Pós-graduação","Casado (a)",NA,"Licenciatura em Matematica","Professor (a)",NA,"Escola Estadual ""Dr. Pompilio Guimarães""","25","Espírita",NA,"Sim","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Não","2","2","2","2","2","2","2","3","1","2","2","2","3","4","2","2","4","2","4","2","2","4","2","3","3","2","2","5","4","3","4","3","3","3","4","2","2","2","3"
"1978","Finalizadas","11 junho 2014  19:53","11 junho 2014  20:04","10 minutos 48 segundos","Sim","40","Feminino","Pós-graduação","Outros","Separada","Especialização","Professor (a)","Tutora do curso de Pedagogia a distância UFPR","Professora","16 anos","Católica","Não tenho","Sim","Sim","Escola",NA,"Identificação profissional com o tema.","Não houve.","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","1","4","2","1","1","1","1","2","3","3","2","3","4","5","3","1","3","2","4","1","1","2","1","1","3","1","1","5","5","2","4","5","5","5",NA,"3","1","2","5"
"1979","Finalizadas","11 junho 2014  19:55","11 junho 2014  20:14","19 minutos 10 segundos","Sim","49","Feminino","Ensino Superior Completo","Casado (a)",NA,"Pedagogia","Professor (a)","Especialista da educação","E.E.Manoel Joaquim Teodoro","18","Católica",NA,"Não","Não",NA,NA,"Outros","obter maiores informações para trabalhar com os alunos","Muito adequado","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Sim","3","3","4","5","4","4","4","3","4","4","4","3","3","5","4","1","3","2","4","3","3","3","1","3","3","2","1","4","5","3","3","4","3","3","3","3","3","2","2"
"1980","Finalizadas","11 junho 2014  20:02","11 junho 2014  20:10","8 minutos 9 segundos","Sim","42","Feminino","Pós-graduação","Casado (a)","casada","Licenciatura em Pedagogia","Outros","Pedagoga","Fundacão Municipal de Educação de Niteroi","3","Outras","acreditar em Deus","Sim","Sim","Outros","pais de alunos","Outros","Para aumentar conhecimento","Adequado 

 ","Flexível","Pouco importante 

 ","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","3","4","3","3","3","3","3","3","2","2","3","3","4","3","2","2","2","4","3","2","3","2","3","3","3","2","4","4","3","4","4","3","3","3","3","2","2","4"
"1981","Finalizadas","11 junho 2014  20:05","11 junho 2014  20:21","15 minutos 36 segundos","Sim","52","Feminino","Pós-graduação","Viúvo (a)",NA,"Pedagogia/Psicopedagogia","Professor (a)","-Psicopedagoga","Psicopedagoga","27","Espírita",NA,"Sim","Sim","Família","Amigos","Identificação pessoal com o tema","Interesse, além de ser um tema em que precisamos adquirir conhecimentos,pelo número alarmante de jovens envolvidos","Adequado 

 ","Pouco flexível","Muito importante","Organizado","Às vezes","Sim, considero","Sim","1","5","1","1","3","1","2","1","2","2","3","1","5","5","1","2","5","1","5","1","1","2","1","3","2","1","1","5","4","2","5","4","4","5","4","3","1","1","2"
"1982","Finalizadas","11 junho 2014  20:06","11 junho 2014  20:32","25 minutos 27 segundos","Sim","50","Feminino","Pós-graduação","Outros","vivo com um companheiro","Pedagogia","Coordenador (a) Pedagógico","Pedagoga","Pedagoga","02","Católica",NA,"Sim","Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Pouquíssimo flexível","Importante 

 ","Organizado","Sempre","Não, não considero","Não","2","3","2","2","3","2","2","2","2","3","1","2","4","5","3","2","4","3","4","2","3","4","2","2","2","2","1","5","4","3","4","4","3","4","3","3","2","2","3"
"1983","Finalizadas","11 junho 2014  20:11","11 junho 2014  20:20","9 minutos 6 segundos","Sim","50","Feminino","Ensino Superior Completo","Casado (a)","xxxxx","pedagogia plena","Professor (a)","xxxxxxxxxx","ESCOLA ESTADUAL JOVEM PROTAGONISTA","20","Católica","XXXXXXXXXXXXXXX","Sim","Sim","Escola","XXXXXXXXXXXXXXXXXX","Identificação profissional com o tema.","XXXXXXXXXXXXXXXXXXXX","Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","2","2","2","3","3","3","1","1","2","1","1","3","5","3","1","3","2","4","2","1","3","1","2","2","1","1","4","5","1","3","4","3","4","2","3","1","1","1"
"1984","Finalizadas","11 junho 2014  20:24","11 junho 2014  20:36","12 minutos 17 segundos","Sim","41","Feminino","Ensino Superior Completo","Casado (a)",NA,"Normal Superior","Professor (a)",NA,"Escola Estadual","20","Católica",NA,"Não","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Não, não considero","Sim","3","2","3","3","4","4","4","3","4","2","4","2","2","4","4","2","2","3","4","3","2","4","1","2","2","2","2","4","4","2","4","4","4","2","2","2","2","2","2"
"1985","Finalizadas","11 junho 2014  20:27","11 junho 2014  20:42","14 minutos 25 segundos","Sim","38","Feminino","Ensino Superior Incompleto","União Estável",NA,"Normal Superior","Outros","Secretária","SEED","21 anos","Católica",NA,"Sim","Sim","Escola",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Pouco importante 

 ","Muito organizado","Às vezes","Sim, considero","Não","3","4","4","1","3","3",NA,"4","3","4","1","1","1","5","3","1","3","3","1","1","3","3",NA,"1","3","2","1","5","5","1","5","4","5","5","5","1","1","1","2"
"1986","Finalizadas","11 junho 2014  20:30","16 junho 2014  22:23","5 dias 1 hora","Sim","24","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Pedagogia","Professor (a)",NA,"professora","2","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","3","3","3","2","3","3","3","3","2","3","2","2","3","4","4","3","2","3","3","2","2","3","2","3","3","3","3","4","4","3","3","4","4","4","4","3","2","4","3"
"1987","Finalizadas","11 junho 2014  20:34","11 junho 2014  20:46","11 minutos 27 segundos","Sim","39","Feminino","Ensino Superior Incompleto","Casado (a)","casada","Superior Completo Letras","Professor (a)","professor","professor","16","Espírita","espirita","Não","Sim","Escola","nao tenho","Por ser uma oportunidade de formação continuada. 

 ","não há","Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","2","3","4","3","3","3","3","3","2","2","3","4","2","3","4","2","4","3","4","4","3","4","2","2","2","2","2","4","4","2","4","5","3","4","4","3","2","2","3"
"1988","Finalizadas","11 junho 2014  20:35","11 junho 2014  20:44","8 minutos 37 segundos","Sim","39","Feminino","Ensino Superior Completo","Casado (a)","xxxxxxxxxxxxxxxxx","letras","Professor (a)","xxxxxxxxxxxxxxxxxx","ESCOLA ESTADUAL JOVEM PROTAGONISTA","4","Evangélica","XXXXXXXXXXXXXXXXXXXXXXX","Sim","Sim","Escola","XXXXXXXXXXXXX","Por ser uma oportunidade de formação continuada. 

 ","XXXXXXXXXXXXXXXXX","Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","3","3","3","2","3","3","1","2","2","1","1","3","5","3","1","2","1","5","2","3","3","1","1","1","2","2","4","4","2","3","4","3","4","3","3","2","2","2"
"1989","Finalizadas","11 junho 2014  20:36","11 junho 2014  21:09","32 minutos 20 segundos","Sim","35","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia","Professor (a)",NA,NA,"16","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","1","1","2","1","2","1","1","1","2","2","2","2","2","4","2","1","3","2","3","3","3","2","2","2","2","2","2","5","5","3","4","4","4","4","4","2","1","2","2"
"1990","Finalizadas","11 junho 2014  20:38","11 junho 2014  20:48","9 minutos 33 segundos","Sim","46","Feminino","Pós-graduação","Casado (a)",NA,"pedagogia","Professor (a)",NA,"E. M. Professor João Batista Rodarte","16 anos","Católica",NA,"Não","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","2","4","4","2","2","2","2","2","4","2","2","2","2","4","2","2","4","4","4","2","1","2","2","2","2","2","2","4","4","2","4","5","3","4","4","3","1","1","2"
"1991","Finalizadas","11 junho 2014  20:43","11 junho 2014  20:50","7 minutos 4 segundos","Sim","25","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Psicologia","Outros","Psicóloga",NA,"1","Católica",NA,"Sim","Sim","Serviços de atuação",NA,"Identificação profissional com o tema.",NA,"Adequado 

 ","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Sim","1","3","2","1","1","1","1","1","1","2","1","1","2","5","1","2","3","1","4","2","1","2","1","1","1","2","1","4","5","2","5","5","3","4","4","3","1","1","2"
